store_name,license_id,square_feet,buffer_size,address,zip_code,census_tract,census_block,latitude,longitude
JEWEL FOOD STORE #3057,1400,21785,A,6057 S WESTERN AVE,60636,17031835000,170318350001001,41.7830611377,-87.6835988697
JEWEL FOOD STORE #3092,1411,10001,A,1655 E 95TH ST,60617,17031510300,170315103003000,41.7222631981,-87.5829176346
JEWEL FOOD STORE #3114,1388,20860,A,3128 W 103RD ST,60655,17031740100,170317401001002,41.7063128446,-87.6997671192
JEWEL FOOD STORE #3139,1356,22295,A,3940 E 106TH ST,60617,17031520400,170315204001013,41.7028060951,-87.5277040116
JEWEL FOOD STORE #3170,1366,30374,A,5320 S PULASKI RD,60632,17031620200,170316202001001,41.7961975914,-87.7233918834
JEWEL FOOD STORE #3176,1404,32294,A,9400 S ASHLAND AVE,60620,17031730300,170317303001029,41.7229412182,-87.6628628713
JEWEL FOOD STORE #3181,1368,30745,A,87 W 87TH ST,60620,17031842400,170318424002071,41.7361451282,-87.6269178440
JEWEL FOOD STORE #3210,1333,23845,A,1210 N CLARK ST,60610,17031080202,170310802021001,41.9042652283,-87.6316032946
JEWEL FOOD STORE #3224,1144401,29299,A,6430 W IRVING PARK RD,60634,17031170100,170311701001008,41.9530102332,-87.7877071626
JEWEL FOOD STORE #3241,1398,24262,A,1341 N PAULINA ST,60622,17031241500,170312415002012,41.9062437031,-87.6698622813
JEWEL FOOD STORE #3282,1337,24922,A,4729 N CENTRAL AVE,60630,17031150300,170311503007003,41.9667971120,-87.7672994806
JEWEL FOOD STORE #3296,1392,29421,A,7342 W FOSTER AVE,60656,17031100500,170311005002003,41.9745429477,-87.8113468842
JEWEL FOOD STORE #3302,1402,25431,A,3644 S ARCHER AVE,60609,17031590500,170315905001037,41.8275838968,-87.6824544425
JEWEL FOOD STORE #3344,1192905,63407,A,1220 S ASHLAND AVE,60608,17031842900,170318429004020,41.8662541761,-87.6665241401
JEWEL FOOD  STORE # 3345,1142451,60271,A,1224 S WABASH AVE,60605,17031330100,170313301001004,41.8667243541,-87.6259611484
JEWEL FOOD STORE #3349,1353385,64285,A,2520 N NARRAGANSETT AVE,60639,17031831500,170318315001045,41.9262969563,-87.7856948240
JEWEL FOOD STORE #3368,1226337,31600,A,550 N STATE ST,60610,17031081600,170310816001003,41.8924213661,-87.6282348711
JEWEL FOOD STORE #3407,1394,19238,A,5516 N CLARK ST,60640,17031030900,170310309001000,41.9821898846,-87.6686516280
JEWEL FOOD STORE #3441,1375,22443,A,2940 N ASHLAND AVE,60657,17031062600,170310626001023,41.9354720327,-87.6686545431
JEWEL FOOD STORE #3442,1406,29060,A,4042 W FOSTER AVE,60630,17031130200,170311302001019,41.9756241124,-87.7298445616
JEWEL FOOD STORE #3443,1323,25356,A,5343 N BROADWAY,60640,17031030703,170310307031001,41.9794282549,-87.6598058547
JEWEL FOOD STORE #3454,1325,25490,A,4250 N LINCOLN AVE,60618,17031050200,170310502002007,41.9591004330,-87.6823922417
JEWEL FOOD STORE #3455,1380,23660,A,4355 N SHERIDAN RD,60613,17031032100,170310321001001,41.9613977799,-87.6545929748
JEWEL FOOD STORE #3470,1382,24815,A,3570 N ELSTON AVE,60618,17031831100,170318311001001,41.9460576040,-87.7082301098
JEWEL FOOD STORE #3477,1372,17676,A,4734 N CUMBERLAND AVE,60656,17031760802,170317608021009,41.9660114013,-87.8368311691
JEWEL FOOD STORE #3501,1192909,56010,A,3400 N WESTERN AVE,60618,17031843700,170318437001018,41.9431873732,-87.6883020207
JEWEL FOOD STORE #3514,1385,20285,A,3531 N BROADWAY,60657,17031061800,170310618001000,41.9463846516,-87.6465248633
JEWEL FOOD STORE #3721,1225534,49513,A,6107 S ARCHER AVE,60638,17031560800,170315608002027,41.7943548532,-87.7705271521
JEWEL FOOD STORES #3262,1409,35000,A,4660 W IRVING PARK RD,60641,17031831700,170318317001021,41.9535544384,-87.7450553112
JEWEL-OSCO #3632,2037181,62349,A,3630 N SOUTHPORT AVE,60613,17031060400,170310604002006,41.9480045508,-87.6641862307
J & J EUROPEAN DELI,21936,3000,B,5960 W LAWRENCE AVE,60630,17031150401,170311504013000,41.9677648001,-87.7770202043
J K & S FOOD & LIQUOR,1000978,3024,B,503 W 59TH ST,60621,17031834600,170318346002004,41.7870390747,-87.6378127282
JOE'S FOOD AND LIQUOR DEPOT,1575140,4000,B,5834 W FULLERTON AVE,60639,17031190602,170311906023021,41.9239918266,-87.7722891067
JOE'S FOOD & LIQUOR,822,3500,B,3626 W LAWRENCE AVE,60625,17031140301,170311403011011,41.9684452460,-87.7194165758
JOLANTA'S INTERNATIONAL DELI,26376,10001,A,5914 W HIGGINS AVE,60630,17031110400,170311104003013,41.9727914969,-87.7763718583
JOSEPH FOOD MART,6157,3000,B,8235 W IRVING PARK RD,60634,17031170500,170311705003004,41.9520185577,-87.8331668434
J R GROCERY STORE,5644,10001,A,505 E 134TH ST,60827,17031540101,170315401011006,41.6517610645,-87.6093666123
KAMDAR PLAZA INC,4429,5500,B,2646 W DEVON AVE,60659,17031020602,170310206023014,41.9977219015,-87.6966411029
"Kan-Zaman Mart, Inc.",1119908,4600,B,2005 S MICHIGAN AVE,60616,17031330100,170313301004046,41.8553176710,-87.6237265152
KAPS FOODS,57817,4100,B,3557 S CALIFORNIA AVE,60632,17031580100,170315801001006,41.8283836447,-87.6946201700
K BUENA,1999075,3500,B,4322 W MARQUETTE RD,60629,17031650301,170316503012017,41.7713833198,-87.7309533689
KEY FOOD LIQUOR,17551,3800,B,13355 S INDIANA AVE,60827,17031540101,170315401012014,41.6519728186,-87.6170837363
KHALIL FOOD & LIQUOR,46846,3000,B,146 W 103RD ST,60628,17031490700,170314907002019,41.7072181390,-87.6277515583
KING FOOD & LIQUOR,40321,3750,B,6858 S HALSTED ST,60621,17031681100,170316811001011,41.7689262968,-87.6446559970
K & K FOOD & LIQUOR,62092,4200,B,1130 W 51ST ST,60609,17031611000,170316110001031,41.8015768439,-87.6537884728
KOL TUV KOSHER FOODS INC,12952,3000,B,2938 W DEVON AVE,60659,17031020601,170310206012018,41.9976012808,-87.7036126719
KORDIAN'S MARKET,28114,4610,B,6332 W HIGGINS AVE,60630,17031110300,170311103002023,41.9759840467,-87.7865613104
"KRAKUS DELI,  INC",1222467,3500,B,5155 W ADDISON ST,60641,17031151001,170311510011000,41.9458951009,-87.7566458523
LA CASA DEL PUEBLO INC,31675,10001,A,1810 S BLUE ISLAND AVE,60608,17031310600,170313106002008,41.8574527464,-87.6616883311
LA CIENEGA SUPER FOOD INC,65173,10000,A,10736 S EWING AVE,60617,17031520300,170315203003000,41.6998148465,-87.5354268905
LA FERIA GROCERY,26609,10001,A,9704 S COMMERCIAL AVE,60617,17031510100,170315101002033,41.7189121563,-87.5511742972
LA GUERRERENSE,67114,3000,B,4149 W ARMITAGE AVE,60639,17031831200,170318312003003,41.9170000028,-87.7309892645
LA INTERNATIONAL,57700,3000,B,4301 S ARCHER AVE,60632,17031580502,170315805021004,41.8153006937,-87.7020416008
LA JALISCIENCE,4749,3000,B,3239 W 26TH ST,60623,17031840800,170318408001002,41.8443879922,-87.7064970959
LAKE VIEW FOODS INC,2055,3100,B,4106 N SHERIDAN RD,60613,17031032100,170310321003005,41.9570402995,-87.6547628922
"LA LOMA ""CARNICERIA Y TAQUERIA""",49880,4501,B,2535 N LARAMIE AVE,60639,17031190800,170311908004009,41.9270360931,-87.7561061830
LA MERCED INC,6834,10001,A,4335 W 26TH ST,60623,17031301801,170313018012007,41.8440327965,-87.7324328647
"LA NUEVA IMAGEN GROCERY, INC.",1804216,3000,B,2459 S MILLARD AVE,60623,17031300600,170313006002001,41.8462971046,-87.7159164295
LA PERLA TAPATIA BAKERY,1698,3000,B,4214 W NORTH AVE,60639,17031230500,170312306004000,41.9099197540,-87.7319712570
LA PLAMA,22662,15000,A,4173 S ARCHER AVE,60632,17031580501,170315805012012,41.8175793077,-87.6983205863
L'APPETITO,42672,2900,B,875 N MICHIGAN AVE,60611,17031081300,170310813003001,41.8989485417,-87.6239749877
LA PROVIDENCIA FOOD MART,16986,2572,B,1658 W 21ST ST,60608,17031310800,170313108003010,41.8542193742,-87.6684581591
LARAMIE BAKERY & DELI,2014141,12331,A,3232 N HARLEM AVE,60634,17031170800,170311708001011,41.9389859689,-87.8069290648
"LATIN GROCERY & LIQUOR, INC",20046,10001,A,3800 W NORTH AVE,60647,17031230400,170312304002014,41.9100494194,-87.7214580839
"LA UNICA FOOD MART, INC.",491,5000,B,1515 W DEVON AVE,60660,17031030200,170310302004002,41.9979934597,-87.6684278857
LAWNDALE FOOD MARKET,39529,6000,B,3705 W 16TH ST,60623,17031292200,170312922003000,41.8588339683,-87.7178671863
Laxi Liquor,47780,3200,B,6922 W GRAND AVE,60707,17031831600,170318316002012,41.9236807003,-87.7986761286
LEMEN SUN CORP.,28022,3600,B,2832 S WENTWORTH AVE,60616,17031340400,170313404001020,41.8416044818,-87.6319155034
LINDO MICHOACAN,42744,8600,B,3142 W LAWRENCE AVE,60625,17031140100,170311401002004,41.9685727721,-87.7077877013
LOGAN CERTIFIED FOODS CORP,1046303,4500,B,2857 W DIVERSEY AVE,60647,17031220400,170312204001003,41.9319704700,-87.6999316190
LORETO GROCERY,76774,4499,B,4600 S FAIRFIELD AVE,60632,17031842800,170318428002005,41.8100014783,-87.6931813523
LOS CUATRO HERMANOS GROCERY,7790,10001,A,1858 S ALLPORT ST,60608,17031310600,170313106002002,41.8562022212,-87.6577449724
LOS POTRILLOS,1650212,7000,B,3624 W BELMONT AVE,60618,17031831100,170318311004023,41.9393095160,-87.7185399405
LOS SAUCES GROCERY,1223250,2800,B,5852 W DIVERSEY AVE,60639,17031190402,170311904022037,41.9312882001,-87.7732414533
LOUIS' GROCERIES,2153429,,A,7604 S COTTAGE GROVE AVE,60619,17031691400,170317000000000,41.75655031,-87.60548285
LUCIANO'S GROCERY-18TH ST,1380524,6000,B,1714 W 18TH ST,60608,17031310800,170313108001010,41.8578565675,-87.6694195956
LUX 2 FOOD & LIQUOR,1869021,2500,B,7550 S MAY ST,60620,17031710200,170317102004006,41.7561626996,-87.6528196032
MACIAS PRODUCE INC.,1648017,7000,B,8933 S COMMERCIAL AVE,60617,17031833900,170318339001015,41.7327335949,-87.5511727836
MAKOLA AFRICAN SUPERMARKET #2,2008279,3500,B,4501 N SHERIDAN RD,60640,17031031502,170310315022003,41.9636502775,-87.6546221904
MANDY'S LIQUOR,17168,3000,B,1957 W LAWRENCE AVE,60640,17031830800,170318308001003,41.9686561373,-87.6784384790
MARIANO'S FRESH MARKET #8507,2163771,,A,5353 N ELSTON AVE,60630,17031110100,170311000000000,41.97871026,-87.75715377
MARIO 'S BUTCHER SHOP FD CNTR,4248,10001,A,5817 W MADISON ST,60644,17031252101,170312521011003,41.8800449808,-87.7704933793
MARKET IN THE PARK,1334026,5049,B,5050 S LAKE SHORE DR,60615,17031390700,170313907003004,41.8028797781,-87.5818436939
MA'S & PA'S GROCERY SNACK SHOP,7302,4500,B,804 S CALIFORNIA AVE,60612,17031271800,170312718001017,41.8708776439,-87.6961668842
MAYFAIR MARKET PLACE,1948869,12000,A,4728 N PULASKI RD,60630,140500,170311405001000,41.9672666701,-87.7281470478
MAYFLOWER FOOD,1168793,6000,B,2104 S ARCHER AVE,60616,17031841100,170318411001021,41.8542653039,-87.6321895068
M & D VARIETY STORE,18355,4500,B,1300 W 111TH ST,60643,17031750100,170317501004020,41.6923196266,-87.6546632113
MEHRAB ZABIHA MEAT & TOBACCO,1094121,3000,B,2445 W DEVON AVE,60659,17031020802,170310208024001,41.9975920168,-87.6916681219
MELISSA'S FOOD & LIQUORS INC,29494,3500,B,3867 W GRAND AVE,60651,17031230700,170312307003012,41.9050594546,-87.7239513845
MIARA'S CONT'L PASTRY DELI INC,10400,5000,B,7051 W ADDISON ST,60634,17031171000,170311710005004,41.9452338231,-87.8029266385
MICELI'S DELI & FOOD MART,44924,4000,B,2448 S OAKLEY AVE,60608,17031841300,170318413003008,41.8470204640,-87.6831995522
MICHAELS FRESH MARKET,2043177,41000,A,1300 E 47TH ST,60653,17031390100,170313901001017,41.8097727266,-87.5949608909
MID TOWN FOODS,39968,3520,B,3855 W DIVISION ST,60651,17031231200,170312312004002,41.9025838739,-87.7236192485
MI MEXICO GROCERY,1494240,2600,B,2601 W 59TH ST,60629,17031835000,170318350005001,41.7863763432,-87.6887765140
MINI MERCADO LA BETANIA,33473,2640,B,2800 S TRIPP AVE,60623,17031301803,170313018033002,41.8403965367,-87.7306750125
M & J LIQUOR & GROCERY,15168,2900,B,3654 W LAWRENCE AVE,60625,17031140301,170311403011010,41.9684345799,-87.7204810114
MLB FOOD,1884977,2500,B,613 E 67TH ST,60637,17031421200,170314212001005,41.7729559039,-87.6100578109
MOO & OINK INC,11915,21500,A,4848 W MADISON ST,60644,17031251800,170312518004015,41.8805838854,-87.7470529414
"MORELIA SUPERMARKET #2, INC.",1648410,12000,A,4833 W DIVERSEY AVE,60639,17031190800,170311908001001,41.9314062910,-87.7479369735
"MORELIA SUPERMARKET, INC.",1892862,8000,B,7300 N WESTERN AVE,60645,17031020200,170310202002007,42.0141839829,-87.6903783498
MORGAN FOOD CORP LLC,1270949,3500,B,6600 S MORGAN ST,60621,17031681000,170316810003009,41.7741289538,-87.6496459973
MOROLEON FOODS #2 INC.,1801622,3025,B,4257 S ROCKWELL ST,60632,17031580700,170315807003005,41.8157711158,-87.6893858973
MORSE FOOD AND MEAT MARKET,1518304,17000,A,1430 W MORSE AVE,60626,17031010600,170310106004012,42.0079949199,-87.6671741467
MOUNSEF INTERNATIONAL,21126,10001,A,4738 N KEDZIE AVE,60625,17031140701,170311407011000,41.9677930872,-87.7086027049
MR G'S FOOD & LIQUOR,1429,3000,B,332 E 58TH ST,60637,17031400400,170314004002002,41.7894298575,-87.6178403398
MUNCHIES ON LARRABEE,2073925,2500,B,1012 N LARRABEE ST,60610,17031842200,170318422001074,41.9008485875,-87.6432555365
Municipal Foods,1478386,9980,B,2559 W DIVISION ST,60622,17031242500,170312425001002,41.9028592342,-87.6918885843
"MY RANCH, INC.",1899688,8500,B,4650 N SHERIDAN RD,60640,17031830700,170310315011002,41.9669775683,-87.6549446417
NANCE FOOD MART,4756,4500,B,10935 S WENTWORTH AVE,60628,17031491000,170314910002007,41.6951531575,-87.6278202407
NANCY FOODS INC,79959,2500,B,12315 S STATE ST,60628,17031530600,170315306002026,41.6702523999,-87.6222719562
NATIONAL FRUIT STOP,23627,3000,B,3523 W LAWRENCE AVE,60625,17031140701,170311407012002,41.9682556374,-87.7168773813
Natural Country Deli,2017781,3500,B,6452 N MILWAUKEE AVE,60631,17031100200,170311002001019,41.9984929696,-87.7890953687
NAYAB MART,1444872,3125,B,2449 W DEVON AVE,60659,17031020802,170310208024001,41.9975891244,-87.6918369148
NEIL'S FOOD,1998505,3500,B,7749 S HALSTED ST,60620,17031710100,170317101001007,41.7528304183,-87.6439505248
NEW LA ESTRELLA FOODS INC.,2003267,5800,B,3003 W 63RD ST,60629,17031660600,170316606005000,41.7789315569,-87.6984170935
NEW POP-IN,1719179,8784,B,413 S KEDZIE AVE,60612,17031271200,170312712001033,41.8754237451,-87.7058203625
NICKEL LIQUOR & MINI MART INC,22084,10001,A,3637 W DIVISION ST,60651,17031231200,170312312001002,41.9026337556,-87.7179312389
NOOR MEAT,61680,3000,B,2505 W DEVON AVE,60659,17031020802,170310208024002,41.9975738059,-87.6925485988
NORTHWEST FOOD & LIQUOR,1119636,3180,B,5170 W NORTH AVE,60639,17031250200,170312502001025,41.9096148952,-87.7554779679
"OGIES FOOD, INC",26972,10001,A,2600 W LITHUANIAN PLAZA CT,60629,17031660900,170316609003018,41.7683658358,-87.6883009077
OHIO FOOD MART,1225367,3500,B,5345 W OHIO ST,60644,17031251500,170312515002004,41.8910492873,-87.7597328373
OLD WORLD MARKET,7507,10001,A,5129 N BROADWAY,60640,17031031200,170310312003004,41.9754753986,-87.6596970117
OLIVE MOUNT MART,1337266,3000,B,3536 W 63RD ST,60629,17031660400,170316604003014,41.7789401249,-87.7118685723
ONE STOP,2032029,2500,B,4401 W MADISON ST,60624,17031260500,170312605001000,41.8804994508,-87.7355959610
ONE STOP FOOD & LIQUOR STORE,1094,58000,A,4301 S LAKE PARK AVE,60653,17031390100,170313901001006,41.8168651481,-87.5986888442
ORIENTAL ASIA MARKET INC.,1903198,7500,B,4932 N SHERIDAN RD,60640,17031031200,170310312004004,41.9725559281,-87.6550576698
ORLEANS MARKET,23467,3002,B,316 W ILLINOIS ST,60610,17031081800,170310818002056,41.8908642852,-87.6363291879
OSAMA FOOD MART,2031620,2800,B,615 E 67TH ST,60637,17031421200,170314212001005,41.7729575221,-87.6099733981
OUTLET KINGDOM,2054475,4000,B,3449 S HALSTED ST,60608,17031839700,170318397002011,41.8310749437,-87.6459711122
PAR BIRDIE FOODS,28222,6000,B,2234 W DEVON AVE,60659,17031020500,170310205002010,41.9979009735,-87.6863782179
"PARK FOODS OF 71ST STREET,INC.",1677517,3500,B,2612 W 71ST ST,60629,17031660900,170316609003037,41.7647171389,-87.6887509815
"PARK PACKING OF CHICAGO, INC.",2008956,3500,B,1544 W 41ST ST,60609,17031842600,170318426002022,41.8191594443,-87.6642353554
PARKSHORE MARKET LTD,26464,2860,B,195 N HARBOR DR,60601,17031320100,170313201004007,41.8861772806,-87.6155996011
PATEL BROS,25338,5000,B,2610 W DEVON AVE,60659,17031020602,170310206023013,41.9977473006,-87.6952511581
PAULINA MARKET,1680919,10000,A,3501 N LINCOLN AVE,60657,17031831900,,41.9452541584,-87.6723897932
PAULINA SUPER MARKET INC,4851,7000,B,7622 N PAULINA ST,60626,17031010100,170310101002010,42.0200873150,-87.6732345632
PEORIA PACKING LTD,33970,8000,B,1300 W LAKE ST,60607,17031833000,170318330002051,41.8855804200,-87.6589569108
PERSONAL LIQUORS INC,8913,6000,B,4241 W MADISON ST,60624,17031260600,170312606001000,41.8805391992,-87.7322160373
PETERSON FOOD MART,1272746,2500,B,2534 W PETERSON AVE,60659,17031020802,170310208021019,41.9905852147,-87.6935345218
PETE'S FRESH MARKET,1598145,50000,A,3448 E 118TH ST,60617,17031550100,170315501005014,41.6810595555,-87.5393675414
PETE'S FRESH SUPERMARKET,1771242,,A,2526 W CERMAK RD,60608,17031840700,170318000000000,41.85210065,-87.68905111
PETE'S FRESH SUPERMARKET,1771242,75000,A,2526 W CERMAK RD,60608,17031840700,170318407003019,41.8521006532,-87.6890511106
PETE'S MARKET,36823,10001,A,5724 S KEDZIE AVE,60629,17031630900,170316309001016,41.7891125480,-87.7035797266
PETE'S MEAT & GROCERY #2,1646096,7500,B,2001 W 71ST ST,60636,17031672000,170316720003002,41.7646961210,-87.6735927847
PETE'S PRODUCE,1476553,5000,B,1543 E 87TH ST,60619,17031480200,170314802001001,41.7367954576,-87.5862725091
PETE'S PRODUCE,1448266,10000,A,1411 W 87TH ST,60620,17031711400,170317114001001,41.7357448514,-87.6587177057
P & I FOOD & LIQUOR INC.,16647,3000,B,4154 W DIVISION ST,60651,17031230600,170312306002011,41.9027068139,-87.7310180698
POLONIA FOOD MART,6455,10001,A,1956 W ARMITAGE AVE,60622,17031832300,170318323001065,41.9178707156,-87.6774806152
POTASH BROS INC,19826,10001,A,875 N STATE ST,60610,17031081201,170310812012003,41.8988781974,-87.6281111483
POTASH BROS. SUPERMARKET,164,12000,A,1525 N CLARK ST,60610,17031080201,170310802012003,41.9101179449,-87.6314908914
PRESTIGE LIQUORS,1883995,2900,B,7104 S WESTERN AVE,60636,17031661000,170316610004000,41.7644955967,-87.6833842675
PUERTO RICO FOOD & LIQUORS,2033049,2500,B,2559 W AUGUSTA BLVD,60622,17031242500,170312425002002,41.8992215766,-87.6917381162
QUALITY FOOD ON 71 ST INC,76481,3000,B,2557 W 71ST ST,60629,17031661000,170316610004004,41.7645116769,-87.6879866550
QUICK STOP FOOD MART,39791,3000,B,2751 W PRATT BLVD,60645,17031020601,170310206011001,42.0047500731,-87.6994227766
QUINTESSENCE,2033012,3000,B,1532 N PULASKI RD,60651,17031230600,170312306001006,41.9091077550,-87.7266341469
RAINBOW FINER FOOD & LIQUOR,9138,3500,B,6316 S ASHLAND AVE,60636,17031671200,170316712001000,41.7789224055,-87.6643526811
RAINBOW GROCERY,61801,2500,B,2003 W 69TH ST,60636,17031671500,170316715002005,41.7683283348,-87.6738193840
"RICH'S DELI & LIQUOR, INC",16735,3400,B,857 N WESTERN AVE,60622,17031242400,170312424002016,41.8974609845,-87.6867385577
RICHWELL MARKET,1070189,7500,B,1835 S CANAL ST,60616,17031843200,170318432002008,41.8566571782,-87.6387533453
RIGO'S GROCERY,1144306,2500,B,2858 S LAWNDALE AVE,60623,17031301702,170313017023004,41.8389367453,-87.7172305546
"RIO GRANDE FRUIT MARKET, INC.",1042285,3750,B,3501 W NORTH AVE,60647,17031230800,170312308001000,41.9099107051,-87.7143855102
RITE PRICE FOOD,1198136,3600,B,5606 W DIVISION ST,60651,17031250600,170312506002013,41.9022506897,-87.7659509238
RIVERSIDE DELI,6403,5500,B,1656 W CORTLAND ST,60622,17031832300,170318323001048,41.9161861150,-87.6701349439
RIVIERA FOODS,39650,3500,B,3218 N HARLEM AVE,60634,17031170800,170311708001011,41.9385912816,-87.8069148007
RJ Liquors,1597198,3550,B,5640 W FULLERTON AVE,60639,17031190602,170311906022035,41.9240644164,-87.7676604864
RODRIGUEZ FRUITS & VEGETABLE,18231,2626,B,2458 S ST LOUIS AVE,60623,17031300700,170313007003004,41.8463298609,-87.7125513997
ROMAN BROS 1 INC,11900,10001,A,6978 N CLARK ST,60626,17031010702,170310107022004,42.0088564722,-87.6740803740
ROSE-RIDGE FOODS,1145417,3000,B,10500 S MICHIGAN AVE,60628,17031490902,170314909022043,41.7034152187,-87.6208096791
ROYLA BLUE FOODS,27007,2500,B,4359 S CAMPBELL AVE,60632,17031580700,170315807003013,41.8139376802,-87.6869220140
"R & S DISCOUNT FOOD, WINE, & LIQUOR",8647,2800,B,2425 W DIVERSEY AVE,60647,17031830900,170318309003001,41.9320468510,-87.6889786863
SAFAH FOOD & LIQUOR INC,14103,3000,B,7105 S RACINE AVE,60636,17031681400,170316814002001,41.7648964002,-87.6539648335
SAHAR INTERNATIONAL SUPERMARKET,2079006,7900,B,4851 N KEDZIE AVE,60625,17031140100,170311401002004,41.9699575396,-87.7083728782
SAM FOOD AND LIQUOR,8745,3000,B,6812 N SHERIDAN RD,60626,17031010502,170310105022000,42.0059448161,-87.6611747511
SANABEL GROCERY & BAKERY,2009055,6200,B,4213 N KEDZIE AVE,60618,17031160601,170311606011005,41.9579834025,-87.7079959151
SAVE-A-LOT  #851,1167119,114100,A,10700 S HALSTED ST,60628,17031750100,170317501001000,41.6995474147,-87.6427519151
SAVE-A-LOT  #852,1145759,14166,A,7240 S STONY ISLAND AVE,60649,17031430400,170314304002007,41.7630223653,-87.5863901619
SAVE-A-LOT # 854,1245433,15000,A,7908 S HALSTED ST,60620,17031710800,170317108001009,41.7503223874,-87.6441824061
SAVE-A-LOT   #856,1222884,12000,A,5555 W NORTH AVE,60639,17031250700,170312507004001,41.9092745667,-87.7651877850
SAVE-A-LOT  # 858,1272454,12000,A,2858 E 83RD ST,60617,17031460302,170314603024017,41.7447308395,-87.5540391375
SAVE-A-LOT  #859,1272455,12000,A,420 S PULASKI RD,60624,17031260700,170312607002016,41.8745373122,-87.7255969017
SAVE-A-LOT #860,1196076,12500,A,4439 W 63RD ST,60629,17031650301,170316503011004,41.7784159744,-87.7340575715
SAVE-A-LOT  #862,1353496,14800,A,4701 S COTTAGE GROVE AVE,60615,17031390400,170313904002002,41.8094892465,-87.6064174294
SAVE-A-LOT # 866,1299911,,A,3939 W OGDEN AVE,60623,17031843400,170318000000000,41.85128849,-87.72385084
Save-A-Lot #882,2079367,16290,A,344 E 63RD ST,60637,17031400800,170314008001008,41.7803216101,-87.6171353804
Save-A-Lot #886,2079232,13000,A,148 W 79TH ST,60620,17031691200,170316912002015,41.7509837901,-87.6289614545
SAVEWAY FOOD,1594450,3000,B,313 E 43RD ST,60653,17031835800,170318358001004,41.8164863247,-87.6191968314
SERRELLI'S FOODS,6981,4000,B,6454 W NORTH AVE,60707,17031250500,170312505002029,41.9092298950,-87.7871288207
SEVEN ELEVEN,34710,3000,B,1425 W MONTROSE AVE,60613,17031060100,170310601001000,41.9615238247,-87.6660398556
"SEVEN NINE ELEVEN FOOD MART, INC.",2036,4300,B,4884 S ARCHER AVE,60632,17031570400,170315704002008,41.8046211506,-87.7199070655
SHOP & SAVE MARKET,1991275,63426,A,5829 S ARCHER AVE,60638,17031560700,170315607002039,41.7960196245,-87.7596833672
SHOP WISE FOOD,1334440,6000,B,316 W 103RD ST,60628,17031490700,170314907003028,41.7071739515,-87.6314024214
"S & K FOOD & LIQUOR, INC.",1544,10001,A,7500 S EXCHANGE AVE,60649,17031431302,170314313022001,41.7589927618,-87.5603778108
S L PANTRY & GRILL,2013420,2600,B,4759 N SHERIDAN RD,60640,17031031501,170310315012001,41.9690466747,-87.6546740590
SOLID GOLD,1490386,3300,B,3821 W ROOSEVELT RD,60624,17031838700,170318387001005,41.8661194940,-87.7209275740
SOUTH SHORE FOOD MARKET INC.,2008403,3000,B,7501 S JEFFERY BLVD,60649,17031431200,170314312002008,41.7587872873,-87.5759934845
S. S. FOOD & LIQUOR,1476109,2703,B,2427 N CLARK ST,60614,17031070101,170310701012002,41.9263716974,-87.6408000783
STANLEY'S,15042,10001,A,1558 N ELSTON AVE,60622,17031842300,170318423001025,41.9105746696,-87.6622352294
STEVE FOOD & LIQUOR,47965,3500,B,6058 S RACINE AVE,60636,17031670900,170316709001004,41.7833341838,-87.6547432794
STOP & GO FOOD MART,26776,3250,B,1622 W MONTEREY AVE,60643,17031750600,170317506004009,41.6895747692,-87.6627231456
S & T PROVISION CO INC,12173,10001,A,3804 W 111TH ST,60655,17031740300,170317403001022,41.6914459103,-87.7156731039
STRACK & VAN TIL,1798602,65400,A,2627 N ELSTON AVE,60647,17031830900,170318309001006,41.9294892740,-87.6836878249
SUN LIQUORS,19461,4350,B,1101 W GRANVILLE AVE,60660,17031030102,170310301022001,41.9944657079,-87.6583928132
SUNRISE FOOD AND LIQUORS,21927,7000,B,3737 W CHICAGO AVE,60651,17031231500,170312315006001,41.8953147590,-87.7201998415
"SUPER DOLLAR AND UP 4, INC.",1597521,4000,B,1604 W 59TH ST,60636,670300,170316703001011,41.7868526305,-87.6646155793
SUPER DOLLAR DISCOUNT,2032403,3500,B,4801 S ASHLAND AVE,60609,17031611200,170316112002007,41.8066939242,-87.6647716526
"SUPER FOOD & LIQUORS, INC.",40429,4000,B,1049 W BRYN MAWR AVE,60660,17031030701,170310307011001,41.9835639150,-87.6571462910
SUPER FURNITURE & FOOD MART,2060727,4000,B,5257 S ASHLAND AVE,60609,17031611900,170316119001005,41.7978225881,-87.6645368783
SUPERIOR NUT & CANDY  CO.I INC.,1122087,10005,A,1111 W 40TH ST,60609,17031842600,170318426002016,41.8209574940,-87.6537783218
SUPER JIM'S,37540,4500,B,5147 W DIVISION ST,60651,17031251100,170312511004002,41.9021472222,-87.7552393884
SUPERMARKET & TAQUERIA CARO,2014104,4524,B,4937 W 47TH ST,60638,17031560300,170315603001003,41.8074608778,-87.7470605710
SUPER MAS MARKET,1997806,32000,A,1422 W 47TH ST,60609,17031842600,170318426002060,41.8087654583,-87.6611701084
SUPERMERCADO ALEX,1772307,9375,B,4134 W 31ST ST,60623,17031301803,170313018032019,41.8369472381,-87.7281423632
SUPERMERCADO CHAPALA,32236,10001,A,7117 N CLARK ST,60626,17031010702,170310107024002,42.0119757995,-87.6743840578
